sample_id,herb_name,timestamp,quality_level,temperature_c,humidity_percent,ph_value,tds_ppm,uv_intensity,moisture_percent,color_r,color_g,color_b,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage
RAW-00710,Dhania Seeds,2025-06-16T11:49:51,high,18.05,60.2,6.9,962.3,2.43,11.9,83,196,119,1.261,0.935,1.478,1.951,1.675
RAW-00711,Jeera Seeds,2025-09-26T12:37:14,high,18.89,47.6,4.67,643.3,3.62,13.1,61,76,222,1.518,1.142,1.821,2.155,1.83
RAW-00712,Neem Leaves,2025-07-25T09:13:55,medium,19.48,46.0,7.8,1378.6,1.12,18.1,70,119,224,2.008,1.805,2.421,2.675,2.616
RAW-00713,Hing Powder,2025-09-14T16:10:31,high,29.75,49.8,4.95,166.3,4.25,11.2,245,184,146,2.364,1.966,2.565,2.979,2.719
RAW-00714,Ashwagandha Root,2025-07-16T12:56:45,high,30.75,57.9,6.2,1249.6,0.92,22.8,51,224,124,2.003,1.69,2.309,2.69,2.44
RAW-00715,Hing Powder,2025-09-14T10:48:08,medium,22.8,82.9,4.79,755.0,3.03,13.7,53,115,109,1.946,1.823,2.247,2.544,2.402
RAW-00716,Elaichi Seeds,2025-07-01T16:36:35,high,27.53,60.5,7.14,1408.0,1.02,18.0,56,116,186,1.392,0.998,1.736,1.923,1.699
RAW-00717,Ashwagandha Root,2025-08-02T12:13:18,high,18.76,48.4,5.31,257.6,1.71,18.7,160,233,61,2.142,1.842,2.511,2.857,2.662
RAW-00718,Honey,2025-09-24T17:27:06,high,27.95,64.4,8.3,1085.3,0.61,12.4,138,231,143,0.456,0.219,0.369,0.568,0.583
RAW-00719,Pudina Leaves,2025-09-03T09:42:17,high,28.99,66.2,4.91,1079.2,1.88,11.3,254,179,213,1.653,1.348,1.962,2.339,2.021
RAW-00720,Arjuna Bark,2025-06-11T09:03:03,medium,28.02,77.5,5.93,293.2,0.55,18.6,164,212,125,1.788,1.646,2.122,2.455,2.214
RAW-00721,Turmeric Powder,2025-09-20T11:56:51,low,31.59,67.1,5.57,242.2,4.61,15.4,141,244,249,1.042,0.925,1.323,1.455,1.314
RAW-00722,Elaichi Seeds,2025-08-30T08:50:35,medium,26.04,75.4,4.86,764.4,4.52,23.2,244,159,189,1.197,0.939,1.456,1.807,1.565
RAW-00723,Shatavari Root,2025-08-23T13:01:03,medium,20.67,46.1,8.29,1041.6,4.79,23.0,208,132,239,0.85,0.686,1.188,1.393,1.252
RAW-00724,Arjuna Bark,2025-09-13T15:41:40,high,19.39,65.3,7.9,485.9,1.38,23.4,252,117,56,2.162,1.799,2.519,2.916,2.635
RAW-00725,Giloy Stems,2025-06-04T17:26:58,medium,25.86,71.4,8.03,151.6,1.55,20.4,139,143,121,1.343,1.128,1.543,1.803,1.752
RAW-00726,Hing Powder,2025-08-16T16:21:45,high,26.36,82.9,5.27,1363.4,0.36,14.6,75,215,115,2.28,1.951,2.634,2.958,2.769
RAW-00727,Dalchini Bark,2025-07-27T11:24:29,high,18.99,56.4,7.17,499.9,0.34,22.5,187,106,231,1.504,1.148,1.668,2.12,1.966
RAW-00728,Tejpatta Leaves,2025-09-25T12:22:38,low,26.86,55.4,5.26,715.3,3.11,13.7,225,151,112,1.292,1.041,1.392,1.656,1.412
RAW-00729,Amla Fruit,2025-09-19T08:20:59,low,23.82,80.5,5.97,1295.8,1.62,18.0,126,222,150,1.238,1.192,1.655,1.869,1.74
RAW-00730,Mulethi Root,2025-06-17T12:23:06,high,18.66,54.6,5.88,1258.1,1.9,21.3,72,151,107,0.674,0.398,0.846,1.201,0.902
RAW-00731,Honey,2025-09-25T15:36:02,medium,31.13,76.2,6.92,401.9,2.68,13.5,87,198,185,0.419,0.181,0.287,0.466,0.507
RAW-00732,Tejpatta Leaves,2025-06-28T13:30:51,high,22.96,63.6,5.81,636.9,4.13,18.9,111,123,64,1.909,1.549,2.204,2.512,2.334
RAW-00733,Pudina Leaves,2025-08-22T12:55:34,high,25.55,79.2,4.82,1273.4,1.54,19.8,121,93,79,1.559,1.329,1.849,2.083,1.93
RAW-00734,Ginger Root,2025-09-19T15:57:27,high,23.35,80.9,5.48,464.4,0.7,21.4,98,214,80,1.456,1.056,1.664,2.054,1.977
RAW-00735,Curry Leaves,2025-07-25T10:01:44,high,30.24,49.6,6.91,631.8,1.03,16.8,115,186,60,1.648,1.357,1.923,2.221,2.034
RAW-00736,Shankhpushpi,2025-07-13T14:57:13,medium,31.27,59.4,4.9,110.2,1.4,12.7,216,189,188,1.017,0.805,1.246,1.666,1.31
RAW-00737,Jeera Seeds,2025-09-25T10:50:21,high,23.06,71.4,5.82,1002.3,1.3,20.8,73,68,124,1.527,1.247,1.916,2.149,1.943
RAW-00738,Kalonji Seeds,2025-07-10T14:38:52,low,22.32,69.7,6.52,518.8,1.1,21.6,67,85,201,1.367,1.154,1.632,1.675,1.666
RAW-00739,Ginger Root,2025-08-03T11:10:17,high,19.9,60.4,4.96,340.3,0.35,16.6,159,98,177,1.438,1.129,1.617,2.06,1.932
RAW-00740,Ashwagandha Root,2025-07-09T17:42:09,high,29.06,76.3,5.03,1009.9,2.32,23.5,133,123,122,2.143,1.801,2.452,2.939,2.708
RAW-00741,Tulsi Leaves,2025-07-02T09:18:32,medium,22.06,75.8,5.03,1160.1,4.11,11.9,104,202,249,1.132,0.653,1.358,1.784,1.62
RAW-00742,Tulsi Leaves,2025-07-20T12:49:35,medium,30.86,67.5,6.43,115.1,2.85,16.1,56,61,133,1.102,0.709,1.434,1.995,1.666
RAW-00743,Shankhpushpi,2025-08-13T16:22:29,high,24.44,62.8,6.34,1470.8,0.78,20.4,58,167,145,1.23,0.981,1.598,1.774,1.765
RAW-00744,Ajwain Seeds,2025-08-30T17:24:48,low,26.84,81.9,7.2,333.7,0.85,13.8,177,151,127,1.491,1.112,1.647,1.853,1.702
RAW-00745,Tulsi Leaves,2025-06-06T09:21:17,medium,19.41,62.8,6.51,1148.6,1.52,14.0,58,141,126,1.122,0.661,1.361,1.916,1.69
RAW-00746,Arjuna Bark,2025-08-16T17:28:28,high,20.41,74.7,7.51,1459.8,1.03,11.8,215,89,74,2.254,1.942,2.609,3.089,2.773
RAW-00747,Ashwagandha Root,2025-08-08T14:22:24,high,25.32,65.4,5.76,1253.8,2.77,15.0,229,151,92,2.295,1.846,2.534,2.89,2.691
RAW-00748,Kalonji Seeds,2025-07-16T11:12:37,high,22.17,66.7,8.31,502.1,1.62,17.2,152,200,149,1.969,1.75,2.34,2.707,2.491
RAW-00749,Arjuna Bark,2025-08-01T11:29:50,low,28.22,73.4,7.12,1323.0,4.52,18.3,223,200,59,1.532,1.468,1.724,2.115,1.835
RAW-00750,Brahmi Leaves,2025-08-16T08:50:44,high,31.04,77.9,7.05,248.3,0.81,11.5,127,189,139,1.559,1.19,1.879,2.14,1.944
RAW-00751,Giloy Stems,2025-08-11T08:48:27,medium,28.95,82.4,5.97,1044.7,3.05,17.9,193,247,236,1.597,1.16,1.786,2.191,1.969
RAW-00752,Ginger Root,2025-09-10T15:12:00,high,30.95,47.2,7.96,791.5,3.13,14.5,227,97,166,1.513,1.19,1.708,2.058,1.892
RAW-00753,Pudina Leaves,2025-09-28T10:31:16,high,19.9,50.8,7.55,1437.5,3.37,16.2,148,254,99,1.561,1.265,1.805,2.09,2.042
RAW-00754,Shatavari Root,2025-09-03T11:55:06,high,22.55,82.3,5.72,1412.7,1.33,14.7,129,63,103,1.227,0.774,1.518,1.872,1.564
RAW-00755,Amla Fruit,2025-08-04T11:54:57,low,23.37,71.6,5.22,713.9,2.59,11.6,248,129,81,1.37,1.19,1.742,1.953,1.861
RAW-00756,Turmeric Powder,2025-08-16T11:17:36,high,23.03,51.2,4.8,979.4,4.1,21.3,246,103,52,1.618,1.312,1.867,2.311,2.102
RAW-00757,Kalonji Seeds,2025-09-18T15:01:17,high,23.53,81.0,8.38,1368.9,2.33,21.7,167,125,112,2.021,1.707,2.31,2.556,2.382
RAW-00758,Jeera Seeds,2025-08-12T10:03:44,high,25.66,71.8,6.47,1061.8,0.27,21.4,149,136,194,1.555,1.228,1.87,2.199,1.994
RAW-00759,Shatavari Root,2025-07-02T12:14:03,high,28.92,82.0,7.37,1460.8,0.35,10.6,72,125,234,1.163,0.752,1.443,1.607,1.468
RAW-00760,Dhania Seeds,2025-06-27T13:20:06,high,31.81,85.0,7.98,1152.0,1.99,21.3,104,231,71,1.171,0.95,1.509,1.79,1.663
RAW-00761,Dhania Seeds,2025-07-17T13:47:38,medium,26.56,50.3,5.51,111.1,0.46,13.7,166,185,122,1.191,0.747,1.284,1.49,1.492
RAW-00762,Neem Leaves,2025-07-11T16:05:26,high,28.85,75.2,6.92,353.5,3.72,16.1,112,121,179,2.411,1.964,2.763,3.108,2.925
RAW-00763,Elaichi Seeds,2025-07-12T12:42:27,high,29.85,58.5,7.67,357.7,3.72,24.2,119,148,242,1.258,0.996,1.609,1.863,1.737
RAW-00764,Dalchini Bark,2025-07-24T11:06:28,medium,22.65,70.2,4.67,100.7,2.19,22.2,68,115,211,1.123,0.935,1.428,1.705,1.443
RAW-00765,Kalonji Seeds,2025-08-27T16:53:00,low,20.16,78.6,4.76,470.3,1.6,12.4,185,61,148,1.481,1.296,1.768,1.993,1.809
RAW-00766,Arjuna Bark,2025-08-16T15:46:55,high,18.58,61.6,7.54,1317.6,0.58,17.9,142,117,112,2.32,2.007,2.623,2.964,2.86
RAW-00767,Pudina Leaves,2025-06-27T16:46:02,medium,21.39,51.9,7.79,1207.6,3.91,17.0,164,130,171,1.426,1.183,1.63,1.963,1.786
RAW-00768,Arjuna Bark,2025-08-14T13:17:48,high,23.52,73.0,4.85,1083.2,4.87,18.1,108,51,185,2.283,1.972,2.549,3.033,2.847
RAW-00769,Arjuna Bark,2025-08-16T12:20:27,high,22.35,58.2,5.26,1219.9,1.45,15.0,234,81,148,2.23,1.887,2.582,3.037,2.695
RAW-00770,Methi Seeds,2025-08-21T15:48:51,high,31.45,58.7,8.38,895.6,2.36,19.9,134,208,145,1.847,1.579,2.081,2.427,2.215
RAW-00771,Brahmi Leaves,2025-08-16T14:07:11,high,18.55,67.7,8.05,518.7,1.31,21.2,209,176,97,1.479,1.16,1.748,2.038,1.947
RAW-00772,Arjuna Bark,2025-08-29T14:25:02,high,27.06,55.6,5.12,1310.7,0.64,21.6,101,180,206,2.107,1.756,2.442,2.788,2.549
RAW-00773,Arjuna Bark,2025-07-01T09:34:44,low,31.45,80.7,5.01,500.6,1.29,18.6,159,183,245,1.504,1.362,1.705,2.118,1.938
RAW-00774,Amla Fruit,2025-07-11T11:08:40,high,30.14,68.9,8.17,898.9,3.59,16.2,97,205,193,1.859,1.492,2.173,2.566,2.349
RAW-00775,Tulsi Leaves,2025-08-16T12:29:00,high,28.08,71.4,7.56,883.9,1.38,23.7,241,134,92,1.072,0.784,1.459,2.057,1.769
RAW-00776,Kalonji Seeds,2025-06-12T09:03:27,high,31.11,69.7,4.71,1124.3,0.64,20.0,148,64,93,1.882,1.651,2.24,2.486,2.262
RAW-00777,Tulsi Leaves,2025-09-05T11:39:50,high,30.36,49.4,4.88,1413.5,3.26,11.5,209,130,231,1.144,0.79,1.364,2.121,1.788
RAW-00778,Shatavari Root,2025-06-08T09:10:53,medium,24.84,79.4,4.98,1369.4,4.25,20.6,135,107,88,0.849,0.621,1.234,1.398,1.317
RAW-00779,Giloy Stems,2025-09-21T16:59:47,high,24.64,79.5,5.2,77.9,3.29,10.8,68,144,88,1.542,1.327,1.919,2.381,2.152
RAW-00780,Hing Powder,2025-06-15T15:39:15,high,27.17,80.8,7.9,1471.9,4.88,21.6,179,168,59,2.354,2.075,2.625,2.913,2.804
RAW-00781,Arjuna Bark,2025-08-29T16:36:25,low,27.32,56.9,4.97,1255.3,3.4,10.1,155,177,123,1.706,1.433,1.813,2.264,2.03
RAW-00782,Honey,2025-06-29T13:04:23,high,24.19,64.0,6.99,896.1,1.93,23.3,193,153,243,0.375,0.135,0.336,0.49,0.62
RAW-00783,Neem Leaves,2025-07-01T14:03:26,high,24.53,76.0,4.74,1072.7,4.12,19.9,74,250,203,2.212,1.964,2.592,3.085,2.754
RAW-00784,Elaichi Seeds,2025-07-09T16:51:44,medium,30.77,59.5,7.6,1140.8,4.52,14.6,222,185,134,1.145,0.846,1.37,1.667,1.441
RAW-00785,Jeera Seeds,2025-06-18T16:45:40,high,31.85,63.9,8.38,843.6,2.35,15.0,93,58,249,1.499,1.183,1.8,2.125,1.944
RAW-00786,Turmeric Powder,2025-09-25T13:36:14,high,18.89,59.6,8.32,618.4,2.68,15.3,56,125,89,1.552,1.193,1.705,2.043,1.955
RAW-00787,Ajwain Seeds,2025-06-01T11:43:30,high,25.4,79.8,5.66,1220.3,0.66,21.5,79,178,97,1.849,1.39,2.124,2.424,2.23
RAW-00788,Methi Seeds,2025-07-22T12:21:49,high,18.44,69.3,6.78,190.7,3.02,25.0,213,179,239,1.948,1.748,2.117,2.434,2.252
RAW-00789,Giloy Stems,2025-08-31T17:44:22,high,27.85,76.7,7.63,200.8,1.47,13.9,230,113,53,1.592,1.337,1.993,2.299,2.141
RAW-00790,Brahmi Leaves,2025-06-16T11:07:47,high,23.11,61.3,5.54,1063.0,3.82,22.3,52,204,102,1.483,1.21,1.631,2.039,1.817
RAW-00791,Turmeric Powder,2025-09-21T14:03:16,high,19.42,48.5,6.69,362.4,4.32,16.7,155,188,233,1.773,1.368,2.008,2.3,2.072
RAW-00792,Methi Seeds,2025-06-16T11:16:48,high,18.68,81.1,6.43,457.4,3.61,23.3,110,220,192,1.907,1.562,2.16,2.365,2.145
RAW-00793,Honey,2025-08-18T16:04:18,high,26.31,56.2,7.25,964.4,0.94,12.4,99,213,229,0.524,0.185,0.229,0.59,0.587
RAW-00794,Tejpatta Leaves,2025-09-11T14:38:44,high,23.89,68.6,6.92,473.4,4.61,23.7,158,142,212,1.763,1.419,2.107,2.327,2.133
RAW-00795,Methi Seeds,2025-07-02T10:30:38,high,29.2,84.2,7.32,881.3,0.28,15.6,161,219,50,1.872,1.606,2.18,2.422,2.362
RAW-00796,Tejpatta Leaves,2025-09-21T15:46:24,high,20.26,60.4,6.84,1101.5,3.21,20.7,115,106,93,1.86,1.522,2.25,2.623,2.353
RAW-00797,Curry Leaves,2025-07-10T15:10:01,high,30.89,63.3,7.39,166.7,3.25,23.8,189,143,248,1.567,1.334,1.912,2.301,1.894
RAW-00798,Brahmi Leaves,2025-08-14T09:11:02,high,31.98,55.0,8.24,429.0,2.13,23.2,129,62,238,1.528,1.255,1.867,2.175,1.944
RAW-00799,Mulethi Root,2025-08-07T11:21:28,high,19.89,77.6,6.84,1171.1,2.37,13.1,152,186,191,0.664,0.322,0.936,1.372,1.088
RAW-00800,Ajwain Seeds,2025-07-06T11:14:35,high,19.1,67.3,5.6,945.0,3.28,23.7,234,197,182,1.713,1.419,1.957,2.25,2.198
RAW-00801,Kalonji Seeds,2025-06-30T12:50:44,high,30.12,51.8,8.22,744.0,1.77,21.1,70,201,65,2.038,1.654,2.21,2.461,2.36
RAW-00802,Tejpatta Leaves,2025-08-16T17:31:49,high,28.67,47.3,6.19,704.3,4.77,17.1,240,214,65,1.93,1.545,2.141,2.453,2.171
RAW-00803,Pudina Leaves,2025-06-29T11:50:22,high,29.11,52.0,7.77,451.0,4.62,20.6,159,254,101,1.598,1.232,1.841,2.2,2.006
RAW-00804,Hing Powder,2025-07-16T08:02:00,high,21.33,75.0,8.01,1010.6,1.71,23.8,158,137,94,2.349,2.046,2.694,3.028,2.805
RAW-00805,Amla Fruit,2025-08-16T16:40:45,high,30.81,72.5,7.45,521.7,3.54,19.7,162,54,161,1.807,1.404,2.22,2.449,2.23
RAW-00806,Tejpatta Leaves,2025-09-23T13:02:05,high,21.97,73.7,7.04,168.0,0.66,15.7,232,254,252,1.796,1.498,2.034,2.281,2.037
RAW-00807,Ajwain Seeds,2025-09-23T16:14:52,high,19.49,81.7,8.08,1367.7,3.72,11.6,223,199,131,1.972,1.546,2.116,2.396,2.275
RAW-00808,Jeera Seeds,2025-09-22T17:32:08,high,29.42,47.5,5.49,1319.5,4.51,16.9,106,124,200,1.457,1.234,1.84,2.078,1.915
RAW-00809,Giloy Stems,2025-07-26T13:41:17,high,25.37,76.6,4.82,1340.1,2.93,24.3,103,176,206,1.363,1.339,1.776,2.238,2.07
RAW-00810,Methi Seeds,2025-08-02T11:50:12,high,22.54,72.8,6.85,342.9,4.85,16.4,247,219,82,1.893,1.669,2.182,2.484,2.287
RAW-00811,Triphala Powder,2025-08-02T16:00:40,low,26.12,77.8,7.75,539.1,4.82,10.3,70,52,95,1.417,1.26,1.623,1.869,1.821
RAW-00812,Hing Powder,2025-09-17T12:19:58,high,31.17,73.5,7.69,1361.7,3.41,14.4,157,195,253,2.302,1.964,2.626,2.819,2.763
RAW-00813,Kalonji Seeds,2025-09-11T12:43:40,high,29.0,53.9,7.59,711.9,0.63,14.1,136,82,68,1.924,1.61,2.364,2.627,2.39
RAW-00814,Arjuna Bark,2025-09-04T08:21:19,high,22.34,77.8,7.12,456.3,4.01,16.4,166,68,160,2.185,1.899,2.463,2.821,2.64
RAW-00815,Giloy Stems,2025-06-25T13:56:37,high,31.25,77.7,8.24,1014.7,1.25,21.4,93,166,174,1.71,1.385,2.003,2.277,2.027
RAW-00816,Turmeric Powder,2025-08-17T15:41:34,medium,28.92,68.3,8.4,1250.3,4.99,18.8,85,74,83,1.308,1.169,1.69,1.981,1.825
RAW-00817,Ajwain Seeds,2025-09-22T17:29:36,medium,18.54,52.1,7.1,773.1,4.01,10.9,235,143,172,1.504,1.384,1.785,2.205,1.865
RAW-00818,Tulsi Leaves,2025-06-13T17:59:48,medium,20.79,53.9,5.49,977.5,0.47,18.6,113,209,67,1.006,0.73,1.391,1.682,1.396
RAW-00819,Ashwagandha Root,2025-09-10T10:52:02,low,29.36,72.4,6.66,1433.9,3.89,11.7,112,65,86,1.395,1.303,1.556,1.951,1.713
RAW-00820,Pudina Leaves,2025-08-26T17:15:26,low,30.69,81.5,4.72,165.9,1.3,13.8,103,194,149,1.321,1.049,1.479,1.606,1.602
RAW-00821,Triphala Powder,2025-09-01T13:10:35,high,31.57,76.1,6.17,539.1,0.44,16.2,74,122,173,1.877,1.581,2.291,2.6,2.345
RAW-00822,Brahmi Leaves,2025-09-01T10:54:19,low,29.99,81.1,6.5,698.1,3.83,20.6,198,59,181,1.088,0.891,1.306,1.375,1.44
RAW-00823,Curry Leaves,2025-06-04T13:25:39,high,24.32,79.3,6.8,947.2,4.68,12.5,244,125,64,1.622,1.442,1.974,2.275,1.995
RAW-00824,Giloy Stems,2025-06-23T14:42:55,high,25.77,66.2,4.78,969.2,1.51,11.6,127,134,122,1.598,1.38,1.822,2.253,2.149
RAW-00825,Jeera Seeds,2025-07-11T12:03:09,medium,25.22,67.3,4.86,462.5,1.39,12.8,64,250,189,1.196,0.944,1.398,1.72,1.584
RAW-00826,Pudina Leaves,2025-07-06T14:26:23,low,30.17,82.7,6.45,217.1,2.48,11.6,102,121,127,1.036,0.931,1.265,1.471,1.216
RAW-00827,Pudina Leaves,2025-08-13T15:06:12,medium,23.7,58.5,7.64,644.9,3.45,19.0,197,87,245,1.274,1.087,1.598,1.758,1.678
RAW-00828,Shatavari Root,2025-07-30T14:34:29,high,27.93,54.9,7.79,444.9,4.96,14.7,173,234,83,1.087,0.864,1.569,1.787,1.541
RAW-00829,Honey,2025-06-11T17:00:29,high,18.64,49.3,7.76,954.1,1.04,16.1,106,125,162,0.457,0.188,0.284,0.403,0.64
RAW-00830,Dhania Seeds,2025-08-02T13:52:59,medium,22.83,82.6,4.62,1140.0,4.22,14.2,134,231,166,0.97,0.66,1.185,1.462,1.286
RAW-00831,Dalchini Bark,2025-07-24T16:47:50,high,20.88,76.0,4.53,238.2,1.08,19.0,176,53,107,1.385,1.226,1.714,2.055,1.978
RAW-00832,Ashwagandha Root,2025-06-09T16:48:39,medium,22.15,69.9,4.98,153.2,4.16,16.8,100,114,103,1.839,1.607,2.017,2.281,2.102
RAW-00833,Ajwain Seeds,2025-08-21T15:55:25,high,19.99,72.0,6.06,629.7,3.85,17.5,167,210,134,1.806,1.555,2.152,2.402,2.251
RAW-00834,Pudina Leaves,2025-07-08T08:30:36,low,25.48,64.9,5.89,294.7,4.21,23.1,84,165,143,1.197,1.012,1.489,1.721,1.568
RAW-00835,Jeera Seeds,2025-08-22T14:11:48,high,19.28,57.9,7.01,1347.0,4.21,13.8,86,253,56,1.531,1.209,1.945,2.167,1.882
RAW-00836,Kalonji Seeds,2025-06-28T12:19:10,low,23.04,57.9,8.27,110.4,3.86,17.2,155,230,229,1.342,1.157,1.541,1.724,1.57
RAW-00837,Mulethi Root,2025-07-23T10:01:44,high,22.6,65.8,6.21,1471.8,2.53,22.2,130,244,170,0.725,0.3,0.887,1.193,1.022
RAW-00838,Tulsi Leaves,2025-08-13T12:40:38,high,18.11,74.4,5.02,381.0,0.69,13.7,103,66,222,1.255,0.793,1.397,2.114,1.726
RAW-00839,Arjuna Bark,2025-06-09T11:57:49,low,31.26,83.1,4.57,567.5,4.41,11.2,180,118,233,1.726,1.504,1.961,2.351,2.156
RAW-00840,Turmeric Powder,2025-07-23T16:17:37,high,20.75,67.1,7.99,791.1,0.39,18.5,59,173,66,1.71,1.325,1.946,2.277,2.012
RAW-00841,Curry Leaves,2025-08-07T08:38:56,high,28.78,66.9,7.29,605.0,0.15,15.0,101,220,83,1.656,1.445,2.027,2.259,2.093
RAW-00842,Shankhpushpi,2025-06-03T11:10:12,medium,22.1,69.8,6.14,260.9,3.48,11.9,178,236,77,1.095,0.841,1.298,1.626,1.442
RAW-00843,Pudina Leaves,2025-07-26T16:00:35,medium,21.26,57.6,6.82,578.9,2.85,16.6,106,52,55,1.55,1.267,1.764,2.119,1.874
RAW-00844,Ginger Root,2025-08-03T15:12:35,high,19.7,64.3,6.03,792.8,4.45,24.8,87,203,108,1.37,1.109,1.76,1.886,1.783
RAW-00845,Tejpatta Leaves,2025-06-24T12:59:53,high,29.48,65.7,5.42,1011.5,4.01,14.8,163,155,54,1.852,1.558,2.179,2.5,2.262
RAW-00846,Jeera Seeds,2025-08-19T15:57:31,high,30.6,64.9,7.53,143.4,2.14,20.1,126,153,105,1.421,1.311,1.751,2.056,1.853
RAW-00847,Jeera Seeds,2025-09-23T16:51:09,high,23.39,72.7,5.04,834.2,4.62,10.4,240,97,238,1.396,1.234,1.671,2.011,1.798
RAW-00848,Triphala Powder,2025-07-26T16:48:52,high,26.32,82.1,5.65,454.3,2.26,15.4,192,130,93,1.863,1.747,2.167,2.56,2.363
RAW-00849,Honey,2025-06-29T11:31:48,medium,23.17,65.0,5.35,301.0,2.59,18.8,231,240,67,0.371,0.188,0.37,0.451,0.56
RAW-00850,Ajwain Seeds,2025-09-07T09:03:50,high,18.06,70.6,7.98,1024.8,1.88,24.4,212,150,244,1.938,1.531,2.095,2.438,2.241
RAW-00851,Amla Fruit,2025-09-06T09:35:34,high,27.35,83.7,6.06,1035.8,1.55,14.0,169,230,61,1.862,1.483,2.211,2.63,2.314
RAW-00852,Tulsi Leaves,2025-09-13T10:33:37,high,23.8,50.9,5.71,408.1,4.03,18.2,194,214,137,1.245,0.828,1.434,2.128,1.713
RAW-00853,Tejpatta Leaves,2025-09-13T11:57:40,high,24.46,63.4,7.74,1245.6,3.82,15.5,72,156,212,1.703,1.417,2.098,2.38,2.142
RAW-00854,Tejpatta Leaves,2025-09-06T12:02:43,high,26.95,83.1,5.15,1128.9,1.67,22.3,172,57,196,1.772,1.507,2.168,2.518,2.258
RAW-00855,Tejpatta Leaves,2025-09-23T08:31:40,high,25.14,62.1,5.65,741.4,4.38,10.6,133,75,145,1.798,1.434,2.164,2.422,2.313
RAW-00856,Honey,2025-08-08T17:52:50,high,22.21,82.6,5.62,1393.9,4.82,12.2,52,148,94,0.393,0.178,0.297,0.61,0.613
RAW-00857,Tulsi Leaves,2025-06-15T12:21:45,medium,23.71,80.8,5.8,599.9,3.94,21.4,180,176,238,1.157,0.702,1.296,1.795,1.441
RAW-00858,Methi Seeds,2025-07-23T11:48:24,high,19.12,73.3,6.51,879.8,2.41,17.2,61,96,232,2.02,1.759,2.154,2.513,2.248
RAW-00859,Giloy Stems,2025-09-28T13:22:01,low,29.7,73.9,5.44,1463.7,3.36,16.8,193,230,212,1.275,1.074,1.44,1.909,1.791
RAW-00860,Honey,2025-07-09T10:08:39,high,26.27,74.4,7.55,487.4,0.43,10.6,144,186,70,0.296,0.18,0.256,0.453,0.577
RAW-00861,Tulsi Leaves,2025-07-09T12:28:18,high,27.93,83.9,5.15,140.9,1.05,21.0,70,178,157,1.156,0.888,1.493,1.988,1.762
RAW-00862,Elaichi Seeds,2025-09-11T09:17:24,low,18.85,69.2,7.85,589.9,2.33,20.5,157,148,144,0.944,0.778,1.17,1.533,1.354
RAW-00863,Dhania Seeds,2025-07-14T15:58:22,high,23.43,69.3,7.13,888.4,4.94,20.4,80,100,218,1.229,0.944,1.44,1.804,1.647
RAW-00864,Curry Leaves,2025-07-10T10:23:29,high,21.36,78.3,6.35,680.2,3.52,20.7,82,134,108,1.66,1.392,1.965,2.273,2.08
RAW-00865,Triphala Powder,2025-09-02T14:20:48,low,26.76,74.4,7.64,991.9,2.24,24.3,60,112,71,1.45,1.181,1.609,1.856,1.611
RAW-00866,Tejpatta Leaves,2025-08-28T12:20:35,medium,27.17,52.8,5.92,432.0,3.11,15.2,125,113,150,1.612,1.308,1.979,2.241,2.051
RAW-00867,Arjuna Bark,2025-07-14T13:45:13,high,30.33,53.7,5.23,1169.8,1.35,12.9,119,98,79,2.075,1.833,2.478,2.875,2.724
RAW-00868,Elaichi Seeds,2025-06-16T12:05:23,medium,30.01,52.6,8.49,459.3,0.51,20.4,252,251,149,1.086,0.868,1.285,1.599,1.401
RAW-00869,Mulethi Root,2025-07-15T13:36:50,low,31.2,65.1,8.37,178.9,2.44,10.9,212,244,144,0.461,0.28,0.64,0.878,0.71
RAW-00870,Curry Leaves,2025-06-02T16:39:11,high,26.64,69.1,8.15,861.8,3.03,15.2,225,152,140,1.743,1.476,2.126,2.403,2.205
RAW-00871,Hing Powder,2025-08-29T13:58:41,medium,19.01,64.3,7.97,224.0,4.65,14.1,159,200,224,2.024,1.713,2.247,2.503,2.381
RAW-00872,Tulsi Leaves,2025-06-12T14:46:10,medium,26.19,54.7,5.17,909.5,3.83,15.0,204,227,163,1.171,0.768,1.424,1.893,1.558
RAW-00873,Shatavari Root,2025-08-04T17:30:56,high,24.43,83.6,7.82,291.8,4.01,12.7,144,108,66,1.127,0.832,1.44,1.746,1.484
RAW-00874,Dhania Seeds,2025-08-07T11:36:07,high,31.06,77.2,8.33,1433.7,3.13,20.9,73,77,170,1.226,1.001,1.515,1.88,1.785
RAW-00875,Tulsi Leaves,2025-08-24T17:24:38,high,23.6,51.7,5.28,617.5,4.81,21.5,100,61,224,1.232,0.85,1.435,2.006,1.631
RAW-00876,Shankhpushpi,2025-06-07T10:19:47,high,30.58,71.1,6.43,98.5,4.59,23.5,144,254,158,1.371,0.945,1.556,1.882,1.759
RAW-00877,Curry Leaves,2025-06-10T14:32:38,medium,18.74,75.5,5.7,644.0,2.86,15.6,127,160,191,1.588,1.233,1.838,2.14,1.893
RAW-00878,Triphala Powder,2025-06-16T12:53:12,medium,22.06,60.3,5.9,987.0,0.67,11.4,182,221,163,1.636,1.464,1.941,2.366,2.123
RAW-00879,Mulethi Root,2025-07-13T11:41:00,high,29.09,56.5,7.58,688.3,3.38,16.8,215,204,97,0.708,0.409,0.858,1.169,0.985
